country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Belize,BLZ,2007,21210.12109,4324.876427,69.385,7.24,4.88,0.13,2.08,0.16,2.648302789,0.846245434,36.89729464
Bolivia,BOL,2007,11375.55566,1389.634888,64.692,3.47,2.54,0.01,0.66,0.25,2.233948048,0.762079552,27.94873201
Brazil,BRA,2007,29358.23438,7313.557962,72.768,7.19,3.74,0.04,3.04,0.38,4.122898123,1.307862453,45.72252331
Barbados,BRB,2007,31586.82227,16381.49556,74.486,8.47,3.14,0.26,3.95,1.12,2.148086724,0.838620119,13.11275787
Brunei Darussalam,BRN,2007,183284.1406,32672.36717,76.577,0.85,0.76,0.01,0.06,0.02,1.111673807,0.412655896,2.114736801
Bhutan,BTN,2007,11816.22168,1741.142552,66.214,0.16,0.12,0,0.02,0.02,2.890172187,1.657226964,19.98509036
Botswana,BWA,2007,38196.90234,5714.047937,55.312,6.21,2.68,1.18,0.5,1.86,2.374656839,1.000148508,31.7162788
Central African Republic,CAF,2007,2240.019043,397.1480467,45.552,1.5,0.28,1.17,0.03,0.01,1.913429736,1.014533395,21.32350513
Canada,CAN,2007,79449.5625,44544.5268,80.54390244,8.3,4.2,0.2,2.1,1.8,2.041373072,1.110499946,22.22441829
Switzerland,CHE,2007,101481.9453,63555.2375,81.74146341,10.44,3.32,0.12,1.9,5.1,2.012787141,0.673434464,23.28740669
Chile,CHL,2007,45570.76172,10526.87746,78.066,7.39,2.34,0,2.22,2.83,3.574228125,1.412424883,26.23150059
China,CHN,2007,12703.79297,2695.365917,74.562,3.88,1.48,0,2.31,0.08,1.790229556,0.499880895,15.26812647
Cote d'Ivoire,CIV,2007,7911.182129,1065.896375,48.747,2.58,0.68,1.75,0.01,0.14,1.380436801,1.069143949,21.28675456
Cameroon,CMR,2007,6430.578125,1215.808213,54.033,5.44,2.11,3.19,0.06,0.07,1.399084632,1.208821606,27.52817127
"Congo, Dem. Rep.",COD,2007,1528.947998,280.1217437,55.091,1.52,0.49,0.99,0.03,0.02,1.737821506,0.991221079,15.46324469
"Congo, Rep.",COG,2007,13999.99023,2111.209489,57.115,2.75,2.15,0,0.37,0.23,1.864227556,1.115955271,18.97551861
Colombia,COL,2007,24116.01758,4674.219528,72.749,4.66,3.18,0.02,1.41,0.04,2.431218638,0.856849001,2.276091711
Comoros,COM,2007,6238.223145,720.7593013,60.734,0.16,0.05,0,0.07,0.04,1.95879472,0.903159613,19.2307983
Cabo Verde,CPV,2007,16830.97461,3112.285712,71.869,5.28,2.03,0,0.73,2.52,1.364046435,1.060632496,16.40826711
Costa Rica,CRI,2007,28005.81641,6120.623418,78.355,4.2,2.4,0.04,1.56,0.2,1.945275234,0.657761168,10.13817812
Cuba,CUB,2007,,5184.494227,78.469,4.13,1.6,0.03,2.43,0.07,2.465407161,0.852383473,31.57431607
Cyprus,CYP,2007,51849.33594,31386.63265,78.911,11.56,3.7,0,4.94,2.92,1.547724264,0.575525993,6.361642603
Czech Republic,CZE,2007,60025.05469,18373.649,76.72439024,13.43,7.03,0,3.9,2.5,1.844685576,1.22973369,27.55509255
Germany,DEU,2007,88009.48438,41814.8191,79.53414634,11.5,6.27,0,2.09,3.14,3.17309354,1.032977847,47.42621895
Djibouti,DJI,2007,6788.296875,1047.586896,58.848,0.45,0.18,0,0.22,0.06,1.992891998,0.889468657,17.4868384
Dominica,DMA,2007,,5939.053585,,8.51,0.83,0.02,6.53,1.13,2.712741949,0.937947466,38.20582062
Denmark,DNK,2007,89687.80469,58487.04501,78.19512195,10.99,4.77,0.07,1.74,4.41,2.708138527,0.870958641,107.0205646
Dominican Republic,DOM,2007,24551.48633,4647.310359,72.078,6.05,2.88,0.05,2.96,0.16,2.195750494,0.854517224,15.86096018
Algeria,DZA,2007,47812.83203,3935.183343,73.648,0.44,0.16,0,0.03,0.25,0.715875441,0.464187025,3.232113563
Ecuador,ECU,2007,19995.66211,3590.718086,74.501,3.63,2.16,0.01,1.39,0.07,2.618760824,0.757599764,37.67805409
"Egypt, Arab Rep.",EGY,2007,29901.3418,1640.476068,69.797,0.21,0.11,0,0.06,0.04,0.682129794,0.45953055,2.543767389
Eritrea,ERI,2007,3574.293945,317.3294336,60.23,1.23,0.38,0.85,0,0,2.111691286,0.930325733,26.9121327
Spain,ESP,2007,74961.35938,32709.40104,80.87317073,11.05,5.09,0.22,3.18,2.56,1.304160244,0.438054335,6.478563603
Estonia,EST,2007,55462.41406,16586.4052,72.81463415,17.87,6.5,2.06,7.87,1.44,4.860836744,4.146044011,202.3108151
Ethiopia,ETH,2007,1977.161011,243.3026822,58.466,1.06,0.36,0.62,0.07,0.01,3.150470604,0.771118004,28.95458999
Finland,FIN,2007,89464.125,48288.5491,79.26341463,10.45,4.7,1.25,2.86,1.64,4.725630719,1.432620356,105.3327637
Fiji,FJI,2007,20975.34961,4078.82327,68.737,2.09,1.36,0,0.71,0.02,1.042267656,0.563357765,2.666369222
France,FRA,2007,89773.55469,41600.58527,81.11219512,12.2,2.3,0.2,2.7,7,2.293576031,0.817553861,44.3934693
"Micronesia, Fed. Sts.",FSM,2007,,2441.501551,68.251,1.64,0.72,0,0.78,0.14,1.248258803,0.564634269,11.14616716
Gabon,GAB,2007,67209.64844,8352.817101,60.969,9.02,5.81,0.02,2.02,1.16,1.990986186,1.111088881,20.2692573
United Kingdom,GBR,2007,79101.84375,50134.3161,79.44878049,11.84,4.45,0.8,2.35,4.24,2.018790399,0.784021274,15.7917088
Georgia,GEO,2007,12843.98926,2492.12878,72.704,8.65,1.07,0,2.04,5.53,2.573147713,0.825148016,7.755336398
Ghana,GHA,2007,6164.605957,1090.686718,59.663,1.25,0.48,0.55,0.09,0.14,1.245289813,1.10959911,14.95276193
Guinea,GIN,2007,3440.775879,622.1516672,54.775,0.19,0.15,0.01,0.01,0.02,1.190980669,1.056708762,13.77580361
"Gambia, The",GMB,2007,5318.277832,519.0452663,58.648,2.64,0.24,2.29,0.05,0.05,1.15751385,1.058955459,12.50321826
Guinea-Bissau,GNB,2007,3543.245117,481.0694976,53.991,2.98,0.37,1.5,0.51,0.59,1.336664344,1.092985858,19.80910218
Equatorial Guinea,GNQ,2007,107167.0156,15761.83913,54.858,6.86,3.23,0,0,3.63,1.985239573,1.075076618,19.65056012
Greece,GRC,2007,74310.35156,28827.32636,79.43902439,9.67,2.39,0.14,2.27,4.88,1.589719809,0.597952187,2.334769003
Grenada,GRD,2007,,7324.190513,71.903,9.06,4,0.24,4.35,0.47,2.624932608,0.844926572,30.32209309
Guatemala,GTM,2007,17832.80859,2489.955836,70.415,2.4,1.1,0,1.26,0.04,4.696026575,1.041401365,165.8757298
Guyana,GUY,2007,16108.03711,2327.058324,65.741,7.2,1.51,0.03,5.57,0.09,2.695906883,1.005913063,38.44364702
Honduras,HND,2007,10775.23828,1592.572182,71.911,3.16,1.3,0,1.85,0.01,2.554833048,0.684008124,51.65393274
Croatia,HRV,2007,54176.32031,13546.69872,75.70560976,12.56,5.13,0.4,1.24,5.79,2.463575331,1.262288695,44.29300978
Haiti,HTI,2007,4701.227051,615.8198192,60.023,6.08,0.01,0,6.05,0.02,2.500835219,0.905816231,33.54303284
Hungary,HUN,2007,59320.48438,13907.50338,73.15121951,12.55,4.58,0,4.12,3.85,2.60195756,1.319774493,42.23491346
Indonesia,IDN,2007,17013.80469,1975.167375,67.581,0.06,0.06,0,0,0,0.65807078,0.442368946,4.038233003
India,IND,2007,9715.407227,1018.166373,65.383,1.59,0.13,0,1.45,0.02,2.317675418,0.457132489,24.05858188
Ireland,IRL,2007,104657.7734,61359.64477,79.64146341,13.59,6.74,1.2,2.73,2.93,2.843043876,1.192645089,19.60130321
"Iran, Islamic Rep.",IRN,2007,53511.29297,4857.368371,72.635,0.02,0,0,0.02,0,0.608116085,0.324383267,2.165533191
Iraq,IRQ,2007,52395.08984,3129.224922,68.156,0.14,0.11,0,0.03,0,0.739667807,0.491476145,7.01678408
Iceland,ISL,2007,75544.66406,68348.31817,81.45365854,7.53,3.95,0.08,1.46,2.04,1.744240071,0.615672521,18.21040617
Israel,ISR,2007,71912.22656,24889.16836,80.50487805,2.33,0.97,0.05,1.15,0.17,0.830232826,0.321286733,9.185255418
Italy,ITA,2007,96942.09375,37698.78665,81.43414634,8.37,1.81,0,0.84,5.72,0.665496318,0.283365189,4.180493726
Jamaica,JAM,2007,20346.27539,4620.517913,74.038,3.64,1.65,0.3,1.51,0.18,1.904550155,0.829273315,4.425638906
Jordan,JOR,2007,41483.45703,2762.806354,72.924,0.6,0.18,0.01,0.39,0.01,0.697631268,0.459918998,3.392715078
Japan,JPN,2007,72476.1875,35275.22843,82.50707317,7.29,1.63,2,3.41,0.25,0.820503119,0.271226375,3.034627934
Kazakhstan,KAZ,2007,37464.25,6771.414797,66.50487805,7.44,2.59,0,4.51,0.33,3.82037171,1.077168717,54.29443281
Kenya,KEN,2007,7292.74707,839.1081117,58.784,1.97,0.94,0.57,0.43,0.03,1.379870575,0.8428636,14.83489997
Kyrgyz Republic,KGZ,2007,6317.373047,721.7686908,67.89512195,2.77,0.76,0.01,1.91,0.09,4.426859423,1.217959641,114.8159735
Cambodia,KHM,2007,4373.709961,631.675789,64.695,2.08,0.89,0,1.18,0.02,1.202662574,0.520391597,20.3809907
Kiribati,KIR,2007,,1357.632211,65.054,0.68,0.49,0,0.03,0.16,1.074606032,0.581209035,6.796930217
St. Kitts and Nevis,KNA,2007,,13538.92858,,10.13,3.87,0.26,5.46,0.54,,,
"Korea, Rep.",KOR,2007,56446.85938,23060.70788,79.1195122,9.05,2.34,6.15,0.37,0.19,3.265428448,1.066636074,18.92566038
Kuwait,KWT,2007,190456.1406,45793.97614,73.67,0.03,0.01,0,0.01,0,0.717709206,0.47249284,2.577634333
Lao PDR,LAO,2007,6978.101074,709.767087,62.886,5,1.74,0,3.26,0,1.151824906,0.521026134,18.01341532
Lebanon,LBN,2007,42556.16406,6014.271115,77.553,1.72,0.39,0.02,0.79,0.52,0.730609988,0.629582305,2.032882219
Liberia,LBR,2007,2187.226074,210.3733292,57.207,4.03,0.34,0,3.68,0.01,1.194026382,1.05178316,14.85337992
Libya,LBY,2007,94599.35938,11308.56661,71.629,0.01,0,0,0,0,0.718238858,0.460132852,3.486779698
St. Lucia,LCA,2007,25641.61719,7636.496032,73.728,12.68,3.86,0.89,6.56,1.36,2.516160539,0.959744639,31.52281225
Sri Lanka,LKA,2007,18688.1582,1632.961131,74.144,2.29,0.2,0.04,2.05,0,1.106617031,0.515631207,14.68449028
Lesotho,LSO,2007,7584.870117,918.5406962,48.171,2.69,1.3,0.83,0.55,0.01,2.238254438,0.997128152,30.73950561
Lithuania,LTU,2007,50300.9375,12297.91535,70.9,13.4,5.6,1.6,5.3,0.9,4.203168976,3.552906031,148.375454
Luxembourg,LUX,2007,229424.4063,106018.4928,79.38292683,11.75,4.29,0,2.4,5.07,2.064465867,0.722736261,33.84291572
Latvia,LVA,2007,45184.9375,14044.01589,71.0195122,12.12,4.15,0.88,5.91,1.18,4.160153323,3.543453181,132.5397652
Morocco,MAR,2007,18563.93945,2494.353552,72.58,0.56,0.22,0,0.08,0.26,0.639638964,0.297354294,3.225903346
Moldova,MDA,2007,8674.90918,1230.434685,68.302,9.66,2.16,0.41,4.03,3.06,3.330879438,3.288201376,107.3885402
Madagascar,MDG,2007,3083.946045,377.8482928,62.079,0.71,0.38,0,0.16,0.17,1.987382859,0.892836935,18.80191839
Maldives,MDV,2007,22342,5559.506828,75.269,1.78,0.56,0,0.85,0.37,0.869237712,0.516026473,3.457830983
Mexico,MEX,2007,39143.54688,9330.341687,75.656,5.35,4.09,0.05,1.08,0.12,2.747099737,0.489450871,41.21518856
"Macedonia, FYR",MKD,2007,36642.88281,4036.140237,74.18,1.75,0.92,0,0.49,0.34,1.977155259,1.263436902,9.235553047
Mali,MLI,2007,6569.487793,595.6368319,53.553,0.55,0.07,0.46,0.01,0,1.165131116,1.043638751,10.66011327
Malta,MLT,2007,71259.20313,19375.5696,79.79268293,7.45,2.37,0.33,1.51,3.25,1.532313403,0.581923115,4.20857953
Myanmar,MMR,2007,6016.933105,410.4500001,64.181,0.26,0.11,0,0.14,0,1.144569518,0.531953314,19.34997269
Montenegro,MNE,2007,41831.30859,5957.145693,74.116,4.98,0.48,0.21,2.35,1.95,2.062918031,1.19087578,15.83139098
Mongolia,MNG,2007,17783.01563,1634.081431,65.987,3.79,0.9,0,2.61,0.28,5.109739562,1.374072337,157.7077992
Mozambique,MOZ,2007,2316.425049,422.1461573,52.785,1.03,0.55,0.03,0.37,0.09,2.102816396,0.88525471,23.07386446
Mauritania,MRT,2007,13140.38672,1013.31028,61.199,0.02,0,0,0.02,0,1.172247719,1.055069494,10.3260632
Mauritius,MUS,2007,35311.9375,6574.654338,72.57073171,3.24,1.79,0,1.12,0.32,1.607668997,0.543564199,43.22795245
Malawi,MWI,2007,2378.612061,320.2227274,52.63,1.18,0.14,0.85,0.19,0,2.120042058,0.893072456,24.48539225
Malaysia,MYS,2007,49944.73047,7269.17114,73.704,0.43,0.34,0,0.08,0.01,0.899327827,0.316292615,18.35294984
Namibia,NAM,2007,29523.23047,4202.510968,54.712,5.12,3.75,0.31,0.78,0.28,2.340692459,0.990488444,28.53808347
Niger,NER,2007,1986.000977,292.55962,54.593,0.1,0.05,0,0.04,0.01,1.158511796,1.040386543,11.83074183
Nigeria,NGA,2007,15435.20605,1136.829645,49.356,9.55,0.64,8.8,0.06,0.04,1.177720168,1.043442508,13.29436888
Nicaragua,NIC,2007,10206.07617,1344.301871,72.677,3.83,1.31,0,2.5,0.02,3.232286519,0.663821483,69.4144089
Netherlands,NLD,2007,88819.24219,51241.31562,80.09756098,9.53,4.76,0,1.59,3.18,1.036264849,0.451533756,13.49873258
Norway,NOR,2007,124287.2969,85170.86217,80.39512195,6.6,3.02,0.12,1.35,2.11,2.478266843,0.880161474,39.71278232
Nepal,NPL,2007,3485.920898,393.8843518,66.565,0.2,0.08,0,0.12,0,2.010344548,0.924193884,14.60365186
Nauru,NRU,2007,,2028.063733,,0.98,0.94,0,0,0.04,,,
New Zealand,NZL,2007,64058.86328,32509.73471,80.15121951,9.19,3.94,1.09,1.1,3.05,2.239185901,1.117494254,9.043331128
Oman,OMN,2007,130651.2734,15805.13226,74.898,0.57,0.22,0,0.33,0.01,0.697516267,0.461157539,2.647538469
Pakistan,PAK,2007,13503.11621,950.4327931,64.303,0.03,0,0,0.03,0,2.118256241,0.912362724,11.38877648
Panama,PAN,2007,33209.63672,6068.086607,76.285,6.16,4.17,0.02,1.75,0.22,1.990910893,0.664358099,6.162974328
Peru,PER,2007,16742.04297,3611.21047,73.023,4.29,2.36,0,1.5,0.42,2.086853362,0.716458193,15.16007715
Philippines,PHL,2007,13490.69043,1672.685433,68,4.19,1.2,0,2.97,0.01,1.131548313,0.519127266,17.83542174
Papua New Guinea,PNG,2007,4256.164063,1440.130304,64.006,0.71,0.68,0,0.02,0.01,1.177181987,0.557258425,9.945962322
Poland,POL,2007,47346.90234,11260.31852,75.24390244,10.9,6.1,0,3.5,1.3,2.786228238,1.026805562,90.03973631
"Korea, Dem. People’s Rep.",PRK,2007,2765.85498,,68.676,3.13,0.18,0,2.94,0,1.535669724,0.532830062,11.28717774
Portugal,PRT,2007,56421.60156,22780.05845,78.32195122,12.57,3.7,0.5,1.06,7.31,1.983838843,0.375977118,16.47024442
Paraguay,PRY,2007,14991.91992,2312.192926,71.686,5.61,2.4,0.09,1.79,1.35,3.408741665,1.200125834,29.5681447
Qatar,QAT,2007,173969.375,67005.61258,76.94,1.24,0.38,0.01,0.73,0.12,0.739408879,0.466869614,4.269806182
Romania,ROU,2007,40030.86328,8214.185378,72.56585366,10.6,5.44,0,1.9,3.3,1.986232488,1.175639043,29.86912022
Russian Federation,RUS,2007,45404.43359,9101.253085,67.58682927,12.19,4.71,0,6.32,1.17,6.939001922,3.844600248,232.0705388
Rwanda,RWA,2007,2348.561035,404.8533039,58.971,6.78,0.65,6.1,0.03,0,3.6118759,0.858883369,22.77404771
Saudi Arabia,SAU,2007,139794.9688,16472.16605,73.245,0.1,0,0,0.09,0.01,0.658867882,0.446521314,2.876441589
Sudan,SDN,2007,16946.25391,1115.6952,61.3,2.01,0.08,1.64,0.29,0,0.723464612,0.45024925,5.233257101
Senegal,SEN,2007,8068.914063,950.3978522,62.008,0.32,0.17,0,0.03,0.12,1.250535505,1.05083964,14.31185313
Singapore,SGP,2007,129578.3984,39223.58187,80.44146341,1.6,1.13,0.03,0.22,0.22,0.667309636,0.290984837,1.850063237
Solomon Islands,SLB,2007,4186.862793,1046.931125,67.147,0.85,0.72,0.05,0.05,0.03,1.165253671,0.555658429,10.50271623
Sierra Leone,SLE,2007,3314.031006,358.8274716,45.5,3.86,0.14,3.7,0.01,0.01,1.23110542,1.097637315,16.86260505
El Salvador,SLV,2007,19318.05469,3304.838107,70.98,2.83,1.09,0,1.7,0.03,5.23917523,0.825377677,180.8181991
Somalia,SOM,2007,2178.346924,,52.996,0,0,0,0,0,1.94265036,0.905561524,21.31287556
Serbia,SRB,2007,26990.59766,5458.121718,73.63170732,9.3,3.6,0.2,2.12,3.38,2.346853525,1.20319663,31.17709289
Sao Tome and Principe,STP,2007,9042.551758,894.0927988,65.248,4.14,0.94,0,0.6,2.6,1.383919248,1.03229532,16.1503594
Suriname,SUR,2007,38909.91797,5761.39536,69.422,4.72,1.71,0.15,2.69,0.18,2.432906643,0.853504863,27.82264629
Slovak Republic,SVK,2007,54646.13672,16057.73314,74.20731707,10.58,3.92,0.36,4.88,1.43,3.08351483,1.274022367,21.89284747
Slovenia,SVN,2007,61723.07422,23841.31792,78.56097561,11.02,5.7,0,1.24,4.08,2.660180164,1.335521711,46.81255068
Sweden,SWE,2007,88822.65625,53324.37937,80.9,6.9,2.6,0.1,1.1,3.1,2.656624065,0.821324902,34.60185131
Swaziland,SWZ,2007,32688.85547,3047.488037,47.805,5.55,1.59,3.52,0.4,0.04,2.369498176,1.00926123,34.0507715
Seychelles,SYC,2007,,12154.82994,73.14390244,8.12,4.82,0,1.4,1.9,1.163146125,0.513479356,15.58448553
Syrian Arab Republic,SYR,2007,24000.0957,2058.035209,74.152,0.83,0.08,0,0.52,0.22,0.581466598,0.456793638,2.69549564
Chad,TCD,2007,5016.074219,801.683884,48.729,0.42,0.27,0.13,0.02,0,1.240953154,1.054140886,14.30643818
Togo,TGO,2007,2633.917969,420.7604743,55.578,1.37,0.59,0.32,0.06,0.39,1.304836397,1.055675464,17.1762254
Thailand,THA,2007,21911.19922,3972.206475,72.915,6.2,2,0.01,4.17,0.02,1.225642439,0.446803063,26.90762274
Tajikistan,TJK,2007,5738.741211,520.035956,68.487,0.35,0.08,0,0.27,0.01,2.816096206,0.850978514,26.28207514
Turkmenistan,TKM,2007,18552.97461,2600.371428,65.695,2.58,0.3,0,1.23,1.05,3.19078121,0.909593583,28.73227693
Timor-Leste,TLS,2007,6028.912109,498.8491398,65.842,0.05,0,0,0.01,0.03,0.979936254,0.509730253,11.90666988
Tonga,TON,2007,12535.2373,2932.315883,71.773,2.05,0.87,0,1.02,0.16,1.136710606,0.565782166,6.530381556
Trinidad and Tobago,TTO,2007,64773.78906,16530.18044,69.214,6.37,3.2,0.12,2.92,0.14,2.259009237,0.840392002,16.90132452
Tunisia,TUN,2007,31380.24219,3778.184171,74.483,1.24,0.92,0,0.06,0.25,0.699590413,0.464128225,2.622093347
Turkey,TUR,2007,60408.23047,9709.720022,73.219,1.26,0.79,0,0.42,0.05,0.94855483,0.745494531,2.117927762
Tuvalu,TUV,2007,,2638.911845,,0.59,0.03,0,0.49,0.07,,,
Tanzania,TZA,2007,4326.310059,528.063562,58.209,4.4,0.77,3.47,0.15,0.01,2.11047596,0.931614341,24.46940012
Uganda,UGA,2007,4047.570068,401.8508631,54.66,9.65,0.57,8.9,0.17,0,1.344247667,1.165653349,29.45967306
Ukraine,UKR,2007,19317.82031,3068.608998,68.22219512,8.86,3.55,0.22,4.32,0.77,3.744650231,4.381579242,181.1059941
Uruguay,URY,2007,31951.86914,7009.697046,76.124,6.67,1.61,0,0.91,4.15,1.406989904,0.535305171,19.13918854
United States,USA,2007,103961.9219,48061.53766,77.98780488,8.74,4.54,0,2.76,1.44,2.856089759,1.492025754,25.71376821
Uzbekistan,UZB,2007,8626.498047,830.4076942,68.982,2.15,0.29,0,1.66,0.19,2.504660726,0.8386738,11.7427605
St. Vincent and the Grenadines,VCT,2007,24222.02539,5977.544851,71.683,5.89,2.47,0.13,3,0.29,3.268540792,0.920586278,59.10243534
"Venezuela, RB",VEN,2007,41573.78125,8318.803399,73.327,8.7,6.83,0.04,1.72,0.11,1.939056866,0.657957918,5.39870081
Vietnam,VNM,2007,6901.129883,901.3248932,74.609,3.01,1.2,0,1.8,0.01,1.498724781,1.436483885,9.638998343
Vanuatu,VUT,2007,6988.798828,2393.367265,69.852,1.01,0.45,0,0.39,0.18,1.229112445,0.566274898,10.71845101
Samoa,WSM,2007,29494.01758,3022.561555,71.866,3.85,3.6,3,0.17,0.09,1.114219685,0.561491058,6.683424445
"Yemen, Rep.",YEM,2007,21722.37109,995.6284828,62.552,0.05,0.04,0,0,0,0.692106537,0.451244811,3.916565978
South Africa,ZAF,2007,40418.46875,5994.195403,53.01,8.48,3.97,1.76,1.35,1.4,2.132869707,0.934734889,21.85938835
Zambia,ZMB,2007,7286.920898,1104.587985,52.313,2.08,0.45,1.3,0.29,0.04,2.320024621,1.003766086,36.13109932
Zimbabwe,ZWE,2007,3256.10791,396.9982166,47.719,3.88,0.88,2.61,0.38,0.01,2.333462631,0.985030398,46.77171671
Afghanistan,AFG,2008,5253.994141,373.3611163,60.243,0.03,0.01,0,0.02,0,0.749938729,0.448936237,7.934953877
Angola,AGO,2008,17089.07813,3868.578883,56.189,7.07,3.92,0.03,0.32,2.81,1.839342581,1.043764971,16.40616326
Albania,ALB,2008,24757.5,4370.539647,75.943,5.61,2.03,0.1,2.26,1.22,1.892136317,1.236696375,5.604537287
Andorra,AND,2008,,47785.65909,,11.02,3.56,0,2.84,4.62,1.703983324,0.580078874,10.04594081
United Arab Emirates,ARE,2008,108828.1172,45758.90554,76.012,1.86,0.25,0.01,1.47,0.13,0.758490435,0.466580413,5.45965157
Argentina,ARG,2008,44587.16406,8953.359275,75.268,8.41,3.16,0.36,0.44,4.45,2.998352567,0.940976879,19.7349597
Armenia,ARM,2008,20038.1543,4010.026997,72.946,3.96,0.41,0,3.31,0.23,2.472523593,0.875473175,15.48495329
Antigua and Barbuda,ATG,2008,,14797.36842,75.078,8.27,3,0.32,3.61,1.34,3.133664558,1.039205791,52.57582392
Australia,AUS,2008,81063.90625,49664.68504,81.39512195,10.76,4.69,1.17,1.19,3.71,1.793004364,0.934093856,15.78930906
Austria,AUT,2008,91063.38281,51708.76575,80.43170732,12,6.4,0,1.7,3.9,2.900852849,1.007631818,35.04529106
Azerbaijan,AZE,2008,31245.07617,5574.603802,70.238,1.18,0.46,0,0.53,0.19,4.14707803,1.025258617,100.8936711
Burundi,BDI,2008,1742.062012,196.2472628,53.926,4.33,1.4,2.93,0,0,2.188185601,0.942315326,30.60870496
Belgium,BEL,2008,99976.92188,48424.5756,79.6804878,10.47,5.04,0.02,1.59,3.83,2.032876655,0.691073107,29.53837734
Benin,BEN,2008,4662.835938,820.1513498,58.654,1.28,0.62,0.25,0.25,0.16,1.297711617,1.117676435,18.87114622
Burkina Faso,BFA,2008,3653.319092,569.7612784,55.618,4.5,0.46,3.84,0.13,0.07,1.289563937,1.122698724,22.19040995
Bangladesh,BGD,2008,6139.355957,615.7775411,69.312,0.01,0,0,0,0,1.825526271,0.942193404,7.160449643
Bulgaria,BGR,2008,34788.41406,7261.754492,72.96341463,10.98,4.41,0.05,4.8,1.73,2.003939084,1.197148665,10.32255333
Bahrain,BHR,2008,81462.26563,23067.56535,75.77,2,0.47,0.01,1.39,0.13,0.810558702,0.462271775,8.189903457
"Bahamas, The",BHS,2008,46145.35156,23652.33053,74.41,10.15,3.61,0.47,4.41,1.66,2.829941583,0.959452902,32.32850333
Bosnia and Herzegovina,BIH,2008,31605.06836,5078.314577,75.619,5.13,3.8,0.14,0.64,0.56,3.710904205,1.755332335,30.67951673
Belarus,BLR,2008,28641.0957,6377.369732,70.45609756,14.67,2.54,4.5,6.92,0.72,4.302473198,3.920482009,145.3056035
Belize,BLZ,2008,20833.28125,4470.220796,69.517,7.22,4.86,0.15,2.07,0.14,2.635001033,0.845190176,37.66997793
Bolivia,BOL,2008,11468.20605,1736.935051,65.272,3.77,2.78,0.02,0.71,0.27,2.218433969,0.760478698,27.69918604
Brazil,BRA,2008,30752.89844,8787.610375,73.129,7.21,3.84,0.03,2.96,0.37,4.097113796,1.305578565,45.48928096
Barbados,BRB,2008,31848.22656,16613.71922,74.648,8.95,3.43,0.26,4.21,1.05,2.143421172,0.838162926,13.29947491
Brunei Darussalam,BRN,2008,176696.9063,37951.2806,76.656,0.67,0.59,0.01,0.05,0.02,1.114643171,0.413102648,2.104315004
Bhutan,BTN,2008,11963.88379,1795.181307,66.792,0.21,0.13,0,0.02,0.06,2.898226028,1.658965648,19.7600154
Botswana,BWA,2008,39536.42578,5623.379566,56.919,6.56,2.22,1.05,2.13,1.16,2.365663961,0.997996504,30.9101089
Central African Republic,CAF,2008,2250.728027,456.8614334,46.19,1.52,0.32,1.17,0.02,0.01,1.90643468,1.012687746,20.76435531
Canada,CAN,2008,78977.59375,46596.33599,80.69512195,8.3,4.2,0.2,2.1,1.8,2.028068584,1.114245206,22.33894521
Switzerland,CHE,2008,101217.2422,72487.84593,81.99268293,10.29,3.31,0.12,1.89,4.97,1.990544373,0.66763903,22.90755887
Chile,CHL,2008,46064.99219,10781.36608,78.193,7.31,2.43,0,2.71,2.17,3.504123544,1.38926959,25.59650172
China,CHN,2008,13951.99316,3471.248054,74.808,4.27,1.55,0,2.64,0.08,1.791628333,0.499767296,14.95778353
Cote d'Ivoire,CIV,2008,7990.296875,1242.431044,49.321,2.69,0.66,1.89,0.02,0.12,1.377777782,1.070527422,20.99228871
Cameroon,CMR,2008,6443.774902,1396.824988,54.535,5.9,2.29,3.47,0.06,0.07,1.40232895,1.211150806,27.50535545
"Congo, Dem. Rep.",COD,2008,1573.004028,318.1201341,55.743,2.09,0.55,1.23,0.08,0.23,1.736426419,0.990011974,15.71389287
"Congo, Rep.",COG,2008,14091.33301,2881.594116,58.321,2.58,1.96,0,0.29,0.33,1.854811318,1.109572605,18.49194468
Colombia,COL,2008,24215.80273,5433.720425,72.952,4.45,3.06,0.02,1.33,0.04,2.427645291,0.88148883,2.29284603
Comoros,COM,2008,6073.948242,795.9705019,61.094,0.12,0.04,0,0.06,0.02,1.958705063,0.901025361,19.38671585
Cabo Verde,CPV,2008,17507.67578,3638.905946,71.881,4.16,1.97,0,0.31,1.89,1.364868059,1.062347668,16.36947957
Costa Rica,CRI,2008,28952.90234,6911.136136,78.481,4.22,2.46,0.04,1.53,0.2,1.93871222,0.657968479,10.04454736
Cuba,CUB,2008,,5376.447622,78.672,4.26,1.66,0.02,2.52,0.06,2.463826227,0.8538773,32.82951176
Cyprus,CYP,2008,52654.07813,35390.70488,79.071,12.01,3.89,0,5.16,2.96,1.548575111,0.575160556,6.175886403
Czech Republic,CZE,2008,60936.10547,22698.85396,76.97560976,13.25,7.15,0,3.7,2.4,1.851650748,1.241765993,27.77968373
Germany,DEU,2008,87914.57813,45699.19832,79.73658537,11.36,6.14,0,2.09,3.13,3.17743203,1.041337017,47.14983449
Djibouti,DJI,2008,7016.008789,1214.077118,59.345,0.49,0.21,0,0.21,0.06,1.99463846,0.889330701,17.60916209
