country,code,year,prod,gdp_per_cap,life_exp,total,beer,other,spirit,wine,pc_m_dis,pc_fm_dis,de_per_mil
Dominican Republic,DOM,2013,27977.83398,6027.055544,73.292,5.93,3.28,0.06,2.39,0.2,2.204616411,0.860632154,14.26575119
Algeria,DZA,2013,46702.37109,5471.123389,75.418,0.53,0.25,0,0.1,0.22,0.730126921,0.470332234,3.142238395
Ecuador,ECU,2013,24323.9707,6074.090829,75.661,3.77,2.96,0.02,0.74,0.05,2.471068995,0.753698283,29.26121413
"Egypt, Arab Rep.",EGY,2013,34004.48047,3213.389158,70.933,0.21,0.14,0,0.07,0,0.713500633,0.465903017,2.525544502
Eritrea,ERI,2013,3577.053955,,63.703,,,,,,2.122575814,0.931811689,26.99152226
Spain,ESP,2013,82636.69531,29211.77375,83.07804878,9.25,4.4,0.09,2.69,2.07,1.359513281,0.444654358,5.730211007
Estonia,EST,2013,55242.875,19072.23852,77.14146341,,,,,,4.599194336,3.950312227,137.9844701
Ethiopia,ETH,2013,2929.229004,502.1535887,63.952,1.86,0.78,0.96,0.12,0,3.488303669,0.745956396,28.79226423
Finland,FIN,2013,87023.53125,49638.07713,80.97560976,8.97,4.28,0.95,2.03,1.71,4.512838549,1.385541681,81.25769866
Fiji,FJI,2013,20806.24219,4763.068956,69.796,,,,,,1.058728088,0.568705414,2.485544548
France,FRA,2013,90922.5,42554.12012,82.2195122,11.1,1.8,0.3,2.5,6.5,2.268651566,0.813612097,42.11595699
"Micronesia, Fed. Sts.",FSM,2013,,3047.584425,68.862,1.67,0.89,0,0.51,0.27,1.248710866,0.568756174,11.19171586
Gabon,GAB,2013,64754.9375,9679.759204,64.686,8.86,6.22,0.07,1.61,0.96,1.947775464,1.08814157,18.37218961
United Kingdom,GBR,2013,77759.07031,42724.06788,81.00487805,10.32,3.38,0.83,2.09,4.03,2.03409155,0.796704773,15.91016344
Georgia,GEO,2013,16560.7207,4274.376857,72.832,5.91,1.28,0.01,2.11,2.51,2.581610363,0.858142052,8.941078826
Ghana,GHA,2013,8331.521484,1814.492297,61.86,,,,,,1.270590531,1.126926381,15.6623986
Guinea,GIN,2013,3520.878906,726.0940747,58.301,,,,,,1.203584989,1.072468628,13.98544335
"Gambia, The",GMB,2013,5504.699219,483.4863012,60.452,,,,,,1.169762194,1.071540318,12.09098933
Guinea-Bissau,GNB,2013,3595.774902,622.1351066,56.2,,,,,,1.333966672,1.103323707,19.60245462
Equatorial Guinea,GNQ,2013,94958.66406,20246.99308,56.905,10.72,9.01,0,0,1.71,1.967294908,1.067307127,17.154571
Greece,GRC,2013,69736.14844,21874.8195,81.28536585,7.46,2.11,0.07,1.49,3.79,1.631387899,0.603713669,2.218302247
Grenada,GRD,2013,,7956.076548,73.227,8.25,3.58,0.23,3.94,0.49,2.597007384,0.846384889,26.7995342
Guatemala,GTM,2013,18903.83594,3452.828934,72.562,1.93,0.98,0.01,0.9,0.04,4.54197987,0.984084938,131.8507895
Guyana,GUY,2013,19084.06055,3941.114697,66.318,7.56,1.9,0.03,5.61,0.02,2.68131459,0.982099574,36.62713183
Honduras,HND,2013,10463.24316,2136.393851,72.99,3.11,1.43,0,1.65,0.03,2.588378903,0.686646413,49.58730301
Croatia,HRV,2013,56098.89453,13574.74009,77.12682927,12.39,4.59,0.35,1.27,6.19,2.498935178,1.288315311,40.53986354
Haiti,HTI,2013,4320.168945,810.2656073,62.432,5.68,0.01,0,5.65,0.02,2.516878677,0.894695083,33.96484776
Hungary,HUN,2013,57910.30859,13667.70279,75.56585366,10.88,3.79,0,3.75,3.35,2.530111685,1.312105022,31.60756353
Indonesia,IDN,2013,20884.94922,3620.663981,68.684,0.09,0.07,0,0.01,0,0.696633611,0.464845203,4.379472485
India,IND,2013,13829.19336,1452.195373,67.714,3.11,0.21,0,2.89,0,1.968636813,0.469850898,23.82036944
Ireland,IRL,2013,107454.0469,52060.46867,81,10.49,4.99,0.86,2.01,2.64,2.934965613,1.242563574,15.58550816
"Iran, Islamic Rep.",IRN,2013,55431.85547,6036.192088,75.153,,,,,,0.617651737,0.328363998,2.317481526
Iraq,IRQ,2013,60179.14063,6925.224046,69.219,,,,,,0.746134713,0.488359564,6.386143598
Iceland,ISL,2013,72025.8125,48023.62691,82.06097561,7.31,4.43,0.11,0.74,2.04,1.807861035,0.623493094,19.99966042
Israel,ISR,2013,74956.42969,36291.23211,82.05609756,2.69,1.29,0.04,1.23,0.13,0.797352308,0.327542024,7.573641345
Italy,ITA,2013,94494.97656,35370.27526,82.6902439,7.35,1.7,0,0.79,4.86,0.677943007,0.287528797,3.921480308
Jamaica,JAM,2013,18882.01172,5005.592249,75.523,3.79,1.39,0.28,1.96,0.16,1.94572884,0.838158948,4.446842849
Jordan,JOR,2013,40213.54688,3992.867107,73.883,0.4,0.05,0.01,0.33,0.01,0.707894105,0.464380512,3.019082483
Japan,JPN,2013,74247.60938,40454.44746,83.33195122,7.55,1.39,1.49,4.29,0.39,0.841920766,0.275690401,2.864098163
Kazakhstan,KAZ,2013,45604.10938,13890.85601,70.45,6.48,2,0,4.14,0.33,4.062916807,1.122451989,74.40668789
Kenya,KEN,2013,7991.719238,1229.114798,65.651,1.84,0.91,0.5,0.39,0.04,1.37001719,0.854956713,15.37555424
Kyrgyz Republic,KGZ,2013,7878.071777,1282.437162,70.20243902,,,,,,4.240362811,1.142365794,80.76336705
Cambodia,KHM,2013,5168.237793,1028.419568,67.868,,,,,,1.21349142,0.528169745,20.45477288
Kiribati,KIR,2013,,1724.361737,65.78,,,,,,1.082665319,0.585025508,6.879150227
St. Kitts and Nevis,KNA,2013,,14823.74859,,8.54,3.96,0.18,4.02,0.39,,,
"Korea, Rep.",KOR,2013,64555.02344,25890.01867,81.27073171,9.33,2.07,6.72,0.39,0.15,3.163500575,1.069769979,16.15001874
Kuwait,KWT,2013,137808.25,48399.90581,74.338,,,,,,0.727441055,0.477050956,2.151085528
Lao PDR,LAO,2013,9519.938477,1838.80602,65.6,,,,,,1.148272633,0.528105609,16.84619029
Lebanon,LBN,2013,42415.28125,8721.254215,79.05,1.29,0.32,0.02,0.79,0.17,0.762773521,0.643746037,1.960019989
Liberia,LBR,2013,2617.574951,454.1222236,61.066,,,,,,1.20748975,1.066188999,15.1264658
Libya,LBY,2013,46395.13281,,71.592,,,,,,0.728185441,0.465831619,3.499240115
St. Lucia,LCA,2013,25369.62695,8481.890521,74.947,9.73,3.28,0.46,4.66,1.32,2.460084019,0.926123708,25.77925695
Sri Lanka,LKA,2013,26023.84375,3610.289374,74.741,2.56,0.39,0.06,2.11,0,1.094065666,0.526970448,14.12056865
Lesotho,LSO,2013,8292.907227,1192.998772,52.738,,,,,,2.25771557,1.003285937,30.90581441
Lithuania,LTU,2013,56454.1875,15693.78673,73.91463415,15.04,5.26,2.58,5.72,1.48,4.115730828,3.494298825,104.484973
Luxembourg,LUX,2013,198886.3281,113625.1329,81.8,11.02,3.8,0,2.28,4.79,2.010210579,0.716406731,31.30140813
Latvia,LVA,2013,47634.35156,15032.28201,73.98292683,10.37,4.67,0.6,4,1.1,4.06462541,3.482037336,108.3444939
Morocco,MAR,2013,22043.19141,3111.762887,75.026,0.45,0.18,0,0.07,0.2,0.642515446,0.300146068,3.219898256
Moldova,MDA,2013,11990.0166,2243.979662,70.961,10.49,2.1,0.23,3.27,4.89,3.473960916,3.375338741,93.3408377
Madagascar,MDG,2013,2722.155029,461.7230722,64.713,0.87,0.42,0,0.34,0.1,2.014773824,0.899176794,19.51347929
Maldives,MDV,2013,23454.12305,8291.485293,76.571,,,,,,0.898876589,0.525982102,3.124484096
Mexico,MEX,2013,38737.28516,10298.86766,76.579,5.23,3.85,0.05,1.11,0.22,2.730936764,0.494067757,34.86679076
"Macedonia, FYR",MKD,2013,36197.88672,5211.4992,75.207,1.03,0.59,0,0.24,0.2,2.032291617,1.301618008,7.761164939
Mali,MLI,2013,5318.63623,803.8935757,56.556,,,,,,1.185594056,1.062677324,10.50425504
Malta,MLT,2013,71452.67969,23964.49551,81.74634146,8.58,2.9,0.37,2.06,3.26,1.574072575,0.590161916,4.172297939
Myanmar,MMR,2013,9503.114258,1171.464477,66.066,0.7,0.44,0,0.26,0,1.160041249,0.536261955,18.26828682
Montenegro,MNE,2013,44749.95313,7186.429787,76.43,,,,,,2.114257116,1.222451974,15.4345819
Mongolia,MNG,2013,25943.30859,4385.379355,68.558,,,,,,5.567142597,1.442530197,162.8509248
Mozambique,MOZ,2013,3121.754883,605.9856081,56.483,1.16,0.75,0.05,0.25,0.11,2.139141544,0.896270645,23.40046203
Mauritania,MRT,2013,13529.48535,1450.577949,62.711,,,,,,1.191000115,1.071992771,10.46683099
Mauritius,MUS,2013,41166.21875,9637.00265,74.01707317,,,,,,1.591380398,0.553802912,36.85268525
Malawi,MWI,2013,2666.524902,332.9223039,61.02,,,,,,2.152527283,0.898986311,25.11176291
Malaysia,MYS,2013,50784.38672,10882.2891,74.797,0.53,0.4,0.01,0.12,0.01,0.888573396,0.317987179,18.27414588
Namibia,NAM,2013,30315.14648,5490.041312,61.982,,,,,,2.341032724,0.987843878,26.08284482
Niger,NER,2013,2226.658936,416.1400838,58.727,,,,,,1.177050352,1.057732837,12.04194741
Nigeria,NGA,2013,18507.50781,2996.964302,52.121,8.3,0.76,7.43,0.06,0.05,1.228144088,1.066043072,12.12843072
Nicaragua,NIC,2013,10779.68848,1847.198049,74.608,3.58,1.35,0,2.2,0.03,3.243108575,0.670687416,70.12281471
Netherlands,NLD,2013,90880.42969,51574.48942,81.30487805,8.68,4.2,0,1.52,2.97,1.085529116,0.468492699,15.61865631
Norway,NOR,2013,122430.2031,103059.2482,81.75121951,6.21,2.68,0.14,1.09,2.3,2.461081681,0.887309317,36.17850362
Nepal,NPL,2013,4061.906006,688.6172788,69.126,0.27,0.15,0,0.12,0,2.139044591,0.951647222,14.49556688
Nauru,NRU,2013,,10036.18321,,,,,,,,,
New Zealand,NZL,2013,65517.86328,42890.06602,81.40731707,9.18,3.45,1.14,1.52,3.01,2.394547267,1.196296791,9.395590084
Oman,OMN,2013,98374.8125,21268.75637,76.358,0.46,0.18,0,0.26,0.02,0.711062098,0.466649784,2.815724542
Pakistan,PAK,2013,13627.79395,1272.441061,65.927,0.04,0,0.01,0.03,0,2.182704811,0.932747105,11.49034279
Panama,PAN,2013,41862.76172,11685.97983,77.413,6.89,5.11,0.02,1.55,0.21,2.069652112,0.674564135,6.87324383
Peru,PER,2013,21174.73633,6583.116248,74.298,5.38,3.3,0,1.64,0.44,2.003432747,0.736563144,10.43269665
Philippines,PHL,2013,15619.24121,2760.289146,68.68,4.61,1.13,0.02,3.45,0.02,1.100069391,0.527232716,15.68078478
Papua New Guinea,PNG,2013,5723.724121,2800.169029,65.082,,,,,,1.183277268,0.562659889,9.971879842
Poland,POL,2013,54314.9375,13780.19061,77,11.63,6.39,0,4.41,0.84,2.821136191,1.047565553,83.26601632
"Korea, Dem. People’s Rep.",PRK,2013,2741.613037,,70.842,3.35,0.09,0,3.26,0,1.557173289,0.537148436,11.72074686
Portugal,PRT,2013,60014.91016,21618.73534,80.72195122,10,2.79,0.39,0.81,6.01,1.94828335,0.378300389,13.62635549
Paraguay,PRY,2013,17518.0332,4479.905858,72.786,5.03,2.57,0,1.94,0.53,3.531761844,1.217823453,40.08870577
Qatar,QAT,2013,164952.2031,88304.87958,77.739,1.2,0.31,0.01,0.7,0.18,0.743029424,0.472502771,3.960829444
Romania,ROU,2013,44348.92188,9585.266593,75.06341463,9.59,5.11,0,1.41,3.07,1.921128657,1.149192279,23.049232
Russian Federation,RUS,2013,49847.06641,16007.08999,70.57878049,10.58,4.09,0.25,4.85,1.11,6.05700795,3.820801357,160.2312599
Rwanda,RWA,2013,3095.594971,688.8768557,65.598,,,,,,3.687659642,0.860484881,22.57002315
Saudi Arabia,SAU,2013,132619.1875,24934.38614,74.066,0.09,0,0,0.09,0,0.677342896,0.45548435,3.17824803
Sudan,SDN,2013,17666.38672,1955.660799,63.712,,,,,,0.731312507,0.456111757,5.18774928
Senegal,SEN,2013,7365.565918,1051.750745,65.914,0.26,0.14,0,0.03,0.09,1.266566209,1.068511658,14.17685251
Singapore,SGP,2013,143822.5625,56029.18914,82.24634146,1.83,1.23,0.03,0.29,0.28,0.678655127,0.292608918,1.707545797
Solomon Islands,SLB,2013,4839.367188,1880.5159,69.771,,,,,,1.170739218,0.562034145,10.37889263
Sierra Leone,SLE,2013,5210.98877,710.8186998,50.401,,,,,,1.24376212,1.112111602,16.68343696
El Salvador,SLV,2013,18076.29492,3895.664491,72.753,2.42,1.12,0,1.25,0.04,5.075496706,0.795289314,159.616908
Somalia,SOM,2013,2126.447021,407.5432354,55.072,,,,,,1.967276143,0.910198912,21.45551456
Serbia,SRB,2013,31650.74609,6353.826383,75.18536585,9.16,2.69,0.21,2.1,4.17,2.389383353,1.237246689,29.28357747
Sao Tome and Principe,STP,2013,9861.353516,1619.532678,66.241,,,,,,1.399321589,1.051736144,16.55460823
Suriname,SUR,2013,41842.89453,9484.568098,70.976,6.02,2.11,0.22,3.51,0.18,2.45744872,0.856232226,25.20720312
Slovak Republic,SVK,2013,61590.55078,18191.61279,76.41219512,9.89,3.41,0.59,4.12,1.77,3.123174818,1.336066265,25.09824575
Slovenia,SVN,2013,62374.60547,23357.9392,80.32195122,9.53,4.56,0,0.89,4.09,2.6987905,1.366388072,57.52984744
Sweden,SWE,2013,88867.85938,60283.24522,81.95609756,7.3,2.6,0,1.1,3.6,2.574540016,0.835885067,26.55816813
Swaziland,SWZ,2013,32882.73828,3587.000316,55.296,,,,,,2.313655723,0.996586735,28.57006647
Seychelles,SYC,2013,,15687.34795,73.1195122,,,,,,1.134906603,0.522043616,14.19214727
Syrian Arab Republic,SYR,2013,18744.39844,,70.046,,,,,,0.601902771,0.461774681,2.63124757
Chad,TCD,2013,5729.046875,986.0103177,51.778,0.64,0.43,0.13,0.04,0.05,1.250825184,1.069138833,14.19875957
Togo,TGO,2013,2890.322998,579.434805,59.174,,,,,,1.314346824,1.076216474,17.45718023
Thailand,THA,2013,25587.13086,6171.262444,74.678,6.5,1.68,0.01,4.77,0.03,1.239812326,0.432198182,25.01760648
Tajikistan,TJK,2013,7123.295898,1040.214412,70.477,,,,,,2.8627137,0.86155862,24.67424464
Turkmenistan,TKM,2013,30118.59961,7304.420525,67.375,2.93,0.83,0,1.29,0.81,3.21663994,0.922162595,26.8281723
Timor-Leste,TLS,2013,9533.28418,1190.510366,68.033,,,,,,0.994285855,0.519529644,11.58602769
Tonga,TON,2013,13294.13184,4278.884567,72.588,,,,,,1.140282975,0.571990658,6.519047002
Trinidad and Tobago,TTO,2013,66050.17969,19607.78678,70.28,6.71,3.62,0.11,2.76,0.22,2.333140371,0.849985319,17.61958005
Tunisia,TUN,2013,34602.46094,4199.084678,75.167,1.29,0.85,0,0.06,0.38,0.712930839,0.469847862,2.569230566
Turkey,TUR,2013,64675.94531,12542.93076,74.977,1.41,0.78,0,0.49,0.13,0.973275793,0.779406552,2.065000157
Tuvalu,TUV,2013,,3542.135089,,,,,,,,,
Tanzania,TZA,2013,5075.015137,901.7314303,63.348,4.2,0.81,3.27,0.1,0.02,2.156673247,0.935117968,25.93103994
Uganda,UGA,2013,4587.545898,655.0496074,58.819,,,,,,1.317133316,1.172435134,29.21993422
Ukraine,UKR,2013,19099.80469,4029.715504,71.1595122,8.44,3.21,0.19,4.32,0.72,3.936230353,4.434696993,149.8836391
Uruguay,URY,2013,40611.83984,16881.20568,77.04,5.82,1.97,0,0.6,3.25,1.452385559,0.569115654,21.71815453
United States,USA,2013,109761.0469,52787.02695,78.74146341,8.82,4.24,0,2.99,1.59,2.824489529,1.509570356,28.18556173
Uzbekistan,UZB,2013,11930.68457,1907.551233,70.844,,,,,,2.483859653,0.865653593,8.514167318
St. Vincent and the Grenadines,VCT,2013,23881.07813,6597.211381,72.802,7.07,2.41,0.15,4.16,0.34,3.232941781,0.893145479,55.01603428
"Venezuela, RB",VEN,2013,41774.36719,12237.22406,74.035,6.71,4.9,0.08,1.68,0.05,2.029366642,0.66723947,3.580630439
Vietnam,VNM,2013,8530.864258,1871.325491,75.663,4,2.17,0,1.81,0.02,1.600529989,1.476731639,9.559595938
Vanuatu,VUT,2013,6901.297852,3167.343056,71.481,,,,,,1.200768349,0.563016071,10.37749842
Samoa,WSM,2013,29983.11523,4219.024862,74.206,,,,,,1.128404695,0.5687539,6.734472552
"Yemen, Rep.",YEM,2013,20525.42188,1580.181601,64.291,0.04,0.04,0,0,0,0.701697428,0.456314131,3.875036677
South Africa,ZAF,2013,43769.28125,6822.164389,59.83,7.34,4.5,0.99,0.57,1.28,2.144435854,0.94798165,15.96384142
Zambia,ZMB,2013,9559.016602,1850.793359,59.982,2.41,1.05,1.28,0.01,0.07,2.364632859,0.98753281,35.42030863
Zimbabwe,ZWE,2013,4134.250977,1026.388289,58.053,6.39,2.12,3.8,0.43,0.05,2.371109964,1.001984536,40.3848487
Afghanistan,AFG,2014,6676.953125,629.3452503,62.895,,,,,,0.756270422,0.454928422,7.726476638
Angola,AGO,2014,16434.38672,4709.312024,60.858,8.33,5.48,0.07,1.47,1.32,1.866069722,1.054422964,15.92103557
Albania,ALB,2014,29089.04688,4578.666728,77.963,4.51,1.45,0.08,1.85,1.14,2.013422139,1.274009395,5.019317143
Andorra,AND,2014,,42294.99473,,,,,,,1.722499396,0.590248219,10.21858724
United Arab Emirates,ARE,2014,93601.60156,44449.74035,76.948,1.91,0.2,0.01,1.57,0.13,0.762986029,0.471066314,6.004004579
Argentina,ARG,2014,45240.19922,12245.25645,76.252,7.93,3.36,0.8,0.56,3.22,2.695486094,0.919945033,16.2888724
Armenia,ARM,2014,19887.44336,3994.712355,74.255,3.91,0.51,0.01,3.25,0.13,2.534046579,0.904638187,13.2494099
Antigua and Barbuda,ATG,2014,,12946.98694,76.05,8.56,2.72,0.28,3.7,1.87,3.067365927,0.993864685,41.17203114
Australia,AUS,2014,87834.66406,62099.61441,82.3,9.71,4.01,0.83,1.23,3.64,1.839112016,0.9619738,14.6106942
Austria,AUT,2014,89596.53125,51733.48192,81.4902439,12.32,6.25,0,1.7,4.37,2.776668405,0.978571614,33.66792257
Azerbaijan,AZE,2014,35120.07031,7891.299776,71.8,,,,,,4.154988519,1.031134104,90.86543421
Burundi,BDI,2014,1884.54895,312.7489794,56.688,,,,,,2.21005827,0.943882022,30.66780839
Belgium,BEL,2014,101569.8516,47379.17392,81.28780488,12.6,6.21,0.05,1.8,4.53,2.039824697,0.692324272,30.41690282
Benin,BEN,2014,5114.250977,943.686575,60.373,,,,,,1.300697154,1.128897517,19.58202101
Burkina Faso,BFA,2014,4541.547852,703.8216565,59.457,,,,,,1.297401224,1.137044571,23.20311929
Bangladesh,BGD,2014,7844.398926,1084.56543,71.803,,,,,,1.942930806,0.956263888,6.516741007
Bulgaria,BGR,2014,39448.87891,7853.335191,74.46585366,12.03,4.31,0.08,4.78,2.87,2.042615793,1.238588903,8.951136815
Bahrain,BHR,2014,79218.32813,24983.37902,76.622,1.57,0.38,0.02,1.04,0.13,0.800671041,0.46653484,8.82961657
"Bahamas, The",BHS,2014,43182.57031,28374.35794,75.379,9.45,3.53,0.36,3.96,1.6,2.805580497,0.944203248,31.29631034
Bosnia and Herzegovina,BIH,2014,36122.01563,5204.243718,76.561,4.03,3.2,0.14,0.54,0.15,3.801480039,1.847706449,26.26448415
Belarus,BLR,2014,33376.14844,8318.51269,72.97073171,13.94,3.01,4.59,5.97,0.37,4.332946301,3.923110256,126.1557852
Belize,BLZ,2014,20240.99609,4852.223666,70.027,6.58,4.34,0.15,1.89,0.2,2.61375036,0.849713203,31.24912967
Bolivia,BOL,2014,13491.98633,3124.00031,68.357,3.62,2.73,0.05,0.82,0.03,2.235715796,0.765277617,26.63715819
Brazil,BRA,2014,33431.30078,12026.61731,75.042,7.32,4.64,0.03,2.39,0.27,4.142527662,1.36792883,41.98316776
Barbados,BRB,2014,33136.77344,16261.79932,75.603,8.82,3.42,0.18,4.39,0.83,2.178566008,0.849706818,12.63135787
Brunei Darussalam,BRN,2014,158602.1406,41530.66898,76.917,,,,,,1.146468268,0.416566893,2.19084367
Bhutan,BTN,2014,16310.36035,2504.717407,69.43,,,,,,2.98237869,1.69564875,19.10108384
Botswana,BWA,2014,39786.13281,7497.762378,64.78,,,,,,2.346745099,0.992779021,27.14811506
Central African Republic,CAF,2014,1586.270996,377.1320274,50.621,,,,,,1.886337963,1.013782142,19.93999889
Canada,CAN,2014,83496.44531,50633.20882,81.95304878,8.1,3.8,0.3,2,2,2.045057498,1.133004543,22.21780165
Switzerland,CHE,2014,102310.1328,86605.56338,83.19756098,9.61,3.16,0.12,1.76,4.57,1.956376694,0.662735667,20.90880775
Chile,CHL,2014,48541.24609,14817.37778,79.117,7.16,2.65,0.24,1.63,2.65,3.36721661,1.363092837,19.63876303
China,CHN,2014,22763.43359,7683.502613,75.932,5.78,1.88,0,3.72,0.17,1.722633946,0.488702309,13.38847425
Cote d'Ivoire,CIV,2014,9422.311523,1569.928275,52.52,,,,,,1.373450417,1.087863539,20.67647776
Cameroon,CMR,2014,7010.070801,1571.182535,57.111,,,,,,1.408299656,1.213654789,27.573021
"Congo, Dem. Rep.",COD,2014,1939.402954,487.1982806,58.782,,,,,,1.777643489,1.007381364,15.79019264
"Congo, Rep.",COG,2014,15292.85352,2910.520226,63.536,,,,,,1.837538343,1.096027269,16.84130871
Colombia,COL,2014,26237.78906,7913.383242,74.022,4.38,3.03,0.02,1.28,0.05,2.520444431,0.94250037,2.326102817
Comoros,COM,2014,5883.133789,852.9543079,63.216,,,,,,1.988890094,0.906248097,19.55095714
Cabo Verde,CPV,2014,16183.90723,3529.618403,72.418,,,,,,1.366045153,1.08402087,15.74381615
Costa Rica,CRI,2014,32556.15039,10647.44179,79.44,3.45,2.2,0.03,0.95,0.27,2.023567891,0.667892622,9.419366404
Cuba,CUB,2014,,7050.50199,79.415,4.37,1.74,0.02,2.52,0.09,2.527916548,0.869574536,36.09551309
Cyprus,CYP,2014,49920.98438,27400.80299,80.173,,,,,,1.581760883,0.586879472,5.773944067
Czech Republic,CZE,2014,60906.50781,19744.55861,78.82439024,12.68,6.93,0,3.16,2.6,1.901541767,1.269722594,24.36644389
Germany,DEU,2014,86612.1875,48042.56343,81.0902439,11.03,5.86,0,2.07,3.1,2.914118526,0.976668577,44.35935573
Djibouti,DJI,2014,8002.394043,1740.915011,62.006,0.38,0.12,0,0.22,0.03,2.028756992,0.902311584,17.75097852
Dominica,DMA,2014,,7195.39349,,,,,,,2.727898172,0.918726922,34.1570886
Denmark,DNK,2014,93355.44531,62548.98502,80.7,9.64,3.61,0.08,1.6,4.35,2.669953317,0.855657872,87.89785963
Dominican Republic,DOM,2014,29212.0918,6268.692122,73.483,5.92,3.35,0.06,2.29,0.22,2.219390515,0.863179216,14.41491334
Algeria,DZA,2014,50666.69531,5466.425778,75.641,,,,,,0.73284163,0.471677753,3.139714927
Ecuador,ECU,2014,24970.45508,6396.630483,75.879,3.82,2.99,0.02,0.74,0.06,2.462255842,0.755292277,28.65720198
"Egypt, Arab Rep.",EGY,2014,34825.76563,3327.754247,71.12,0.21,0.14,0,0.07,0,0.714959367,0.467327338,2.517244247
Eritrea,ERI,2014,3680.400879,,64.174,,,,,,2.127259755,0.934223363,27.02082634
Spain,ESP,2014,82835.96875,29623.16445,83.22926829,,,,,,1.365998215,0.446271446,5.669197236
Estonia,EST,2014,56410.30469,19949.58138,77.03414634,,,,,,4.558329397,3.930697365,140.112767
Ethiopia,ETH,2014,3127.762939,571.1622759,64.535,,,,,,3.515159371,0.74671641,28.81035782
Finland,FIN,2014,86798.8125,49914.61864,81.1804878,8.8,4.22,0.97,1.94,1.67,4.472678716,1.370222144,77.71515231
Fiji,FJI,2014,21284.41602,5045.769926,69.96,,,,,,1.065851023,0.569774873,2.5146463
France,FRA,2014,92270.71094,42955.24189,82.67073171,11.5,2.3,0.3,2.5,6.4,2.254145688,0.809808237,41.19909117
"Micronesia, Fed. Sts.",FSM,2014,,3057.24559,68.966,1.58,0.92,0,0.52,0.14,1.24861448,0.569693325,11.2614096
Gabon,GAB,2014,64683.27734,9692.163874,65.211,,,,,,1.946873403,1.08617936,18.23052232
United Kingdom,GBR,2014,78378.07813,46783.46922,81.30487805,10.37,3.48,0.76,2.07,4.06,2.042124996,0.799239554,16.07960742
Georgia,GEO,2014,17033.56641,4429.650075,72.951,6.13,1.51,0.01,2.11,2.5,2.60790812,0.863101201,8.950636365
Ghana,GHA,2014,8443.756836,1432.227943,62.154,,,,,,1.274790336,1.130063465,15.7140451
Guinea,GIN,2014,3446.071045,744.6823178,58.846,,,,,,1.205990875,1.076482945,14.01751775
"Gambia, The",GMB,2014,5373.706055,434.4656467,60.707,,,,,,1.172482689,1.074303686,12.06135816
Guinea-Bissau,GNB,2014,3579.177002,611.4384267,56.598,,,,,,1.33404152,1.10669878,19.5420023
Equatorial Guinea,GNQ,2014,89675.54688,19245.65151,57.18,,,,,,1.96691532,1.067437544,17.47081872
Greece,GRC,2014,69766.60938,21760.9798,81.38536585,7.53,2.07,0.06,1.48,3.92,1.643105896,0.605479776,2.250336554
Grenada,GRD,2014,,8569.776998,73.388,8.42,3.59,0.29,3.94,0.59,2.596775558,0.848098349,25.16093725
Guatemala,GTM,2014,18850.6582,3687.763767,72.869,1.88,0.99,0.01,0.84,0.04,4.507698001,0.972602415,128.5913545
Guyana,GUY,2014,19557.23828,4031.532007,66.425,7.64,1.92,0.03,5.66,0.02,2.688940382,0.978933857,36.73624374
